"id_2026","redizo","kkov","zamereni","typ","nazev","obec","stav","id_2025_potvrzene","overil","zdroj_overeni","poznamka"
"600018067_64-41-L/51","600018067","64-41-L/51","","NAS","Střední škola sociální péče a služeb","Zábřeh","chybi_presna_shoda","","","",""
"600018091_39-41-L/01_Automechanik_23_68_H_01","600018091","39-41-L/01","Automechanik 23-68-H/01","SOU","VOŠ a Střední škola automobilní","Zábřeh","chybi_presna_shoda","","","",""
"600018156_64-41-L/51","600018156","64-41-L/51","","NAS","SŠ informatiky,elektrotechniky a řemesel","Rožnov pod Radhoštěm","chybi_presna_shoda","","","",""
"600018156_78-42-M/01","600018156","78-42-M/01","","LYC","SŠ informatiky,elektrotechniky a řemesel","Rožnov pod Radhoštěm","chybi_presna_shoda","","","",""
"600018164_36-45-M/01_Technicka_zarizeni_budov","600018164","36-45-M/01","Technická zařízení budov","SOS","Střední průmyslová škola stavební","Valašské Meziříčí","chybi_presna_shoda","","","",""
"600018181_65-42-M/02_Management_a_turismus","600018181","65-42-M/02","Management a turismus","SOS","SŠ cest. ruchu a JŠ s právem SJZ, s.r.o.","Rožnov pod Radhoštěm","kolize_katalogu","","","",""
"600018245_63-41-M/01_Management_kvality","600018245","63-41-M/01","Management kvality","SOS","Střední průmyslová škola strojnická","Vsetín","chybi_presna_shoda","","","",""
"600018253_64-41-L/51","600018253","64-41-L/51","","NAS","SOŠ Josefa Sousedíka Vsetín","Vsetín","chybi_presna_shoda","","","",""
"600018318_64-41-L/51","600018318","64-41-L/51","","NAS","SŠ gastronomie, farmářství a služeb","Jeseník","chybi_presna_shoda","","","",""
"600018334_23-43-L/51","600018334","23-43-L/51","","NAS","Střední průmyslová škola Jeseník","Jeseník","chybi_presna_shoda","","","",""
"600018334_26-41-L/52","600018334","26-41-L/52","","NAS","Střední průmyslová škola Jeseník","Jeseník","chybi_presna_shoda","","","",""
"600018342_63-41-M/02_Zamereni_na_zahranicni_obchod","600018342","63-41-M/02","Zaměření na zahraniční obchod","SOS","HŠ Vincenze Priessnitze a OA Jeseník","Jeseník","chybi_presna_shoda","","","",""
"600018342_65-42-M/01_Zamereni_na_cestovni_ruch","600018342","65-42-M/01","Zaměření na cestovní ruch","SOS","HŠ Vincenze Priessnitze a OA Jeseník","Jeseník","chybi_presna_shoda","","","",""
"600019349_75-31-M/01","600019349","75-31-M/01","","SOS","Moravská střední škola s.r.o","Olomouc","chybi_presna_shoda","","","",""
"600019462_53-41-M/04","600019462","53-41-M/04","","SOS","VOŠ zdravotnická a Střední zdrav.škola","Praha","chybi_presna_shoda","","","",""
"600019471_53-44-M/01","600019471","53-44-M/01","","SOS","Střední zdravotnická škola","Praha","chybi_presna_shoda","","","",""
"600019527_53-43-M/01","600019527","53-43-M/01","","SOS","Střední zdrav. škola a VOŠ zdravotnická","Kolín","chybi_presna_shoda","","","",""
"600019535_53-41-M/03","600019535","53-41-M/03","","SOS","Soukromá SZŠ Mělník, o.p.s.","Mělník","chybi_presna_shoda","","","",""
"600019578_53-43-M/01","600019578","53-43-M/01","","SOS","Střední zdravotnická škola a VOŠ zdrav.","České Budějovice","chybi_presna_shoda","","","",""
"600019624_53-41-M/03","600019624","53-41-M/03","","SOS","Střední zdravotnická škola, Tábor, Mostecká 1912","Tábor","chybi_presna_shoda","","","",""
"600019624_78-42-M/04","600019624","78-42-M/04","","LYC","Střední zdravotnická škola, Tábor, Mostecká 1912","Tábor","chybi_presna_shoda","","","",""
"600019641_53-41-M/04","600019641","53-41-M/04","","SOS","Střední zdravot.škola a VOŠ zdravotnická","Karlovy Vary","chybi_presna_shoda","","","",""
"600019675_53-41-M/02","600019675","53-41-M/02","","SOS","Střední zdravot.škola a VOŠ zdravotnická","Plzeň","chybi_presna_shoda","","","",""
"600019675_53-44-M/03","600019675","53-44-M/03","","SOS","Střední zdravot.škola a VOŠ zdravotnická","Plzeň","chybi_presna_shoda","","","",""
"600019683_75-41-M/01_Aktivizacni_pracovnik","600019683","75-41-M/01","Aktivizační pracovník","SOS","Střední zdravotnická škola","Děčín","chybi_presna_shoda","","","",""
"600019691_53-41-M/03","600019691","53-41-M/03","","SOS","Střední zdrav. škola a Obchodní akademie","Rumburk","chybi_presna_shoda","","","",""
"600019772_53-44-M/03","600019772","53-44-M/03","","SOS","VOŠ zdravotnická a Střední zdrav. škola","Hradec Králové","chybi_presna_shoda","","","",""
"600019781_75-41-M/01","600019781","75-41-M/01","","SOS","SŠ zdravotnická a sociální Chrudim","Chrudim","chybi_presna_shoda","","","",""
"600019829_53-41-M/02_Nutricni_asistent","600019829","53-41-M/02","Nutriční asistent","SOS","VOŠ zdrav., Střední zdrav. škola a OA","Trutnov","chybi_presna_shoda","","","",""
"600019829_53-41-M/04_Maser_ve_zdravotnictvi","600019829","53-41-M/04","Masér ve zdravotnictví","SOS","VOŠ zdrav., Střední zdrav. škola a OA","Trutnov","chybi_presna_shoda","","","",""
"600019829_63-41-M/02_Obchodni_akademie","600019829","63-41-M/02","Obchodní akademie","SOS","VOŠ zdrav., Střední zdrav. škola a OA","Trutnov","chybi_presna_shoda","","","",""
"600019829_78-42-M/04_Promedicus","600019829","78-42-M/04","Promedicus","LYC","VOŠ zdrav., Střední zdrav. škola a OA","Trutnov","chybi_presna_shoda","","","",""
"600019853_75-41-L/51","600019853","75-41-L/51","","NAS","Střední zdravotnická škola Evangel.akad.","Brno","chybi_presna_shoda","","","",""
"600019942_75-41-M/01","600019942","75-41-M/01","","SOS","SZŠ a VOŠ Kroměříž","Kroměříž","chybi_presna_shoda","","","",""
"600020037_18-20-M/01","600020037","18-20-M/01","","SOS","Mendelova střední škola","Nový Jičín","chybi_presna_shoda","","","",""
"600020070_53-41-M/04","600020070","53-41-M/04","","SOS","SZdŠ a VOŠ zdravotnická Ostrava","Ostrava","chybi_presna_shoda","","","",""
"600020096_53-41-M/03","600020096","53-41-M/03","","SOS","SZdrŠ a VOŠ zdravotnická","Šumperk","kolize_katalogu","","","",""
"600020151_18-20-M/01_Informacni_technologie_v_elektrotechnice","600020151","18-20-M/01","Informační technologie v elektrotechnice","SOS","VOŠ a SPŠ elektrotechnická Fr. Křižíka","Praha","chybi_presna_shoda","","","",""
"600020266_18-20-M/01_Informacni_technologie","600020266","18-20-M/01","Informační technologie","SOS","SPŠ a VOŠ","Písek","chybi_presna_shoda","","","",""
"600020355_78-42-M/01","600020355","78-42-M/01","","LYC","VOŠ a SPŠ strojní, stavební a dopravní","Děčín","chybi_presna_shoda","","","",""
"600020410_26-41-L/01","600020410","26-41-L/01","","SOU","VOŠ obalové techniky a SŠ","Štětí","chybi_presna_shoda","","","",""
"600020410_34-42-M/01","600020410","34-42-M/01","","SOS","VOŠ obalové techniky a SŠ","Štětí","chybi_presna_shoda","","","",""
"600020525_63-41-M/01_Sportovni_akademie_zamereni_Trenerstvi","600020525","63-41-M/01","Sportovní akademie (zaměření Trenérství)","SOS","Střední škola podnikatelská a VOŠ,s.r.o.","Zlín","chybi_presna_shoda","","","",""
"600020797_79-41-K/41","600020797","79-41-K/41","","GY4","Gymn., SOŠ, ZŠ a MŠ pro sluch. postižené","Praha","chybi_presna_shoda","","","",""
"600020959_64-41-L/51","600020959","64-41-L/51","","NAS","Střední škola a Mateř.škola Aloyse Klara","Praha","chybi_presna_shoda","","","",""
"600020959_69-41-L/51","600020959","69-41-L/51","","NAS","Střední škola a Mateř.škola Aloyse Klara","Praha","chybi_presna_shoda","","","",""
"600024016_33-42-L/51_Nabytkarska_a_drevarska_vyroba","600024016","33-42-L/51","Nábytkářská a dřevařská výroba","NAS","VOŠ, SŠ, ZŠ a MŠ","Hradec Králové","chybi_presna_shoda","","","",""
"600024016_64-41-L/51_Podnikani","600024016","64-41-L/51","Podnikání","NAS","VOŠ, SŠ, ZŠ a MŠ","Hradec Králové","chybi_presna_shoda","","","",""
"600024211_23-45-L/01","600024211","23-45-L/01","","SOU","SPŠ, Odborná škola a Základní škola","Nové Město nad Metují","chybi_presna_shoda","","","",""
"600025021_65-41-L/01_Gastronomie","600025021","65-41-L/01","Gastronomie","SOU","Střední škola Gemini","Brno","chybi_presna_shoda","","","",""
"600025021_78-42-M/03_Pedagogicke_lyceum","600025021","78-42-M/03","Pedagogické lyceum","LYC","Střední škola Gemini","Brno","chybi_presna_shoda","","","",""
"600026612_69-41-L/02","600026612","69-41-L/02","","SOU","SŠ, ZŠ a MŠ prof. V. Vejdovského","Olomouc","chybi_presna_shoda","","","",""
"600026612_75-41-M/01","600026612","75-41-M/01","","SOS","SŠ, ZŠ a MŠ prof. V. Vejdovského","Olomouc","chybi_presna_shoda","","","",""
"600027210_18-20-M/01_Pocitacove_systemy_a_aplikovana_elektrotechnika","600027210","18-20-M/01","Počítačové systémy a aplikovaná elektrotechnika","SOS","MŠ, ZŠ a SŠ pro sluchově postižené","Valašské Meziříčí","chybi_presna_shoda","","","",""
"600027341_75-41-M/01_SVP_Prace_v_socialnich_sluzbach_pripravuje_odborne_pracovniky_pro_cinnosti_spojene_s_poskytovanim_socialnich_sluzeb_pro_ruzne_cilove_skupiny_Studium_je_zakonceno_maturitni_zkouskou","600027341","75-41-M/01","ŠVP ""Práce v sociálních službách"" připravuje odborné pracovníky pro činnosti spojené s poskytováním sociálních služeb pro různé cílové skupiny. Studium je zakončeno maturitní zkouškou.","SOS","Jedličkův ústav a MŠ, ZŠ a Střední škola","Praha","chybi_presna_shoda","","","",""
"600077594_79-41-K/41_vseobecne","600077594","79-41-K/41","všeobecné","GY4","Městské gymnázium a Základní škola","Jirkov","chybi_presna_shoda","","","",""
"600170012_63-41-M/01_Management_sportovnich_zarizeni","600170012","63-41-M/01","Management sportovních zařízení","SOS","Obchodní akademie Holešovice","Praha","chybi_presna_shoda","","","",""
"600170012_63-41-M/02_Obchodni_akademie","600170012","63-41-M/02","Obchodní akademie","SOS","Obchodní akademie Holešovice","Praha","chybi_presna_shoda","","","",""
"600170021_66-42-L/51_pouze_pro_uchazece_z_oboru_aranzer","600170021","66-42-L/51"," pouze pro uchazeče z oboru aranžér","NAS","SŠ designu,umění,kniž.kult. a ekonomiky","Praha","chybi_presna_shoda","","","",""
"600170063_26-41-L/52_Elektronicke_systemy_automobilu","600170063","26-41-L/52","Elektronické systémy automobilů","NAS","Střední odborná škola - COP a Gymnázium","Praha","chybi_presna_shoda","","","",""
"600170063_64-41-L/51","600170063","64-41-L/51","","NAS","Střední odborná škola - COP a Gymnázium","Praha","chybi_presna_shoda","","","",""
"600170071_37-41-M/01_Provoz_a_ekonomika_dopravy","600170071","37-41-M/01","Provoz a ekonomika dopravy","SOS","SOS logistiky a podnikání","Praha","chybi_presna_shoda","","","",""
"600170071_37-42-M/01_Logisticke_a_financni_sluzby","600170071","37-42-M/01","Logistické a finanční služby","SOS","SOS logistiky a podnikání","Praha","chybi_presna_shoda","","","",""
"600170071_63-41-M/01_Ekonomika_a_podnikani","600170071","63-41-M/01","Ekonomika a podnikání","SOS","SOS logistiky a podnikání","Praha","chybi_presna_shoda","","","",""
"600170071_78-42-M/08_Lyceum","600170071","78-42-M/08","Lyceum","LYC","SOS logistiky a podnikání","Praha","chybi_presna_shoda","","","",""
"600170080_64-41-L/51","600170080","64-41-L/51","","NAS","SOŠ automobilní, informatiky a gymnázium","Praha","chybi_presna_shoda","","","",""
"600170080_79-41-K/41_Elektromobility","600170080","79-41-K/41","Elektromobility","GY4","SOŠ automobilní, informatiky a gymnázium","Praha","chybi_presna_shoda","","","",""
"600170080_79-41-K/41_Multimedii","600170080","79-41-K/41","Multimédií","GY4","SOŠ automobilní, informatiky a gymnázium","Praha","chybi_presna_shoda","","","",""
"600170128_39-08-M/01_Strojnik_pozarni_techniky","600170128","39-08-M/01","Strojník požární techniky","SOS","SOŠ a SOU","Kladno","chybi_presna_shoda","","","",""
"600170128_78-42-M/01_Elektrotechnika_a_strojirenstvi","600170128","78-42-M/01","Elektrotechnika a strojírenství","LYC","SOŠ a SOU","Kladno","chybi_presna_shoda","","","",""
"600170136_64-41-L/51","600170136","64-41-L/51","","NAS","SOŠ stavební a SOU stavební","Kolín","chybi_presna_shoda","","","",""
"600170161_23-43-L/51","600170161","23-43-L/51","","NAS","Integrovaná střední škola technická","Mělník","chybi_presna_shoda","","","",""
"600170161_26-41-L/01_26_52_H_01_Elektro_digitalizace_automatizace","600170161","26-41-L/01"," 26-52-H/01 - Elektro, digitalizace, automatizace","SOU","Integrovaná střední škola technická","Mělník","chybi_presna_shoda","","","",""
"600170161_26-41-L/52","600170161","26-41-L/52","","NAS","Integrovaná střední škola technická","Mělník","chybi_presna_shoda","","","",""
"600170161_78-42-M/08_Management_bezpecnosti_a_sportu","600170161","78-42-M/08","Management bezpečnosti a sportu","LYC","Integrovaná střední škola technická","Mělník","chybi_presna_shoda","","","",""
"600170179_75-31-M/01_Predskolni_pedagogika","600170179","75-31-M/01","Předškolní pedagogika","SOS","SPgŠ a SOŠ služeb","Mladá Boleslav","chybi_presna_shoda","","","",""
"600170179_78-42-M/08_Vseobecne_lyceum","600170179","78-42-M/08","Všeobecné lyceum","LYC","SPgŠ a SOŠ služeb","Mladá Boleslav","chybi_presna_shoda","","","",""
"600170195_64-41-L/51","600170195","64-41-L/51","","NAS","SOŠ a SOU","Nymburk","chybi_presna_shoda","","","",""
"600170233_64-41-L/51","600170233","64-41-L/51","","NAS","SŠ pedagogiky, cestovního ruchu a gastronomie","Příbram","chybi_presna_shoda","","","",""
"600170241_64-41-L/51_Podnikani","600170241","64-41-L/51","Podnikání","NAS","Střední průmyslová škola Emila Kolbena","Rakovník","chybi_presna_shoda","","","",""
"600170241_78-42-M/08_Lyceum","600170241","78-42-M/08","Lyceum","LYC","Střední průmyslová škola Emila Kolbena","Rakovník","chybi_presna_shoda","","","",""
"600170276_18-20-M/01","600170276","18-20-M/01","","SOS","SOŠ elektrotechnická, COP","Hluboká nad Vltavou","chybi_presna_shoda","","","",""
"600170276_26-41-L/01_26_51_H_02_Elektrikar_silnoproud","600170276","26-41-L/01","26-51-H/02 Elektrikář silnoproud","SOU","SOŠ elektrotechnická, COP","Hluboká nad Vltavou","chybi_presna_shoda","","","",""
"600170276_26-41-L/52_nastavbove_studium_pro_ELEKTRO_obory","600170276","26-41-L/52","nástavbové studium pro ELEKTRO obory","NAS","SOŠ elektrotechnická, COP","Hluboká nad Vltavou","chybi_presna_shoda","","","",""
"600170284_23-44-L/01_Technik_jadernych_zarizeni","600170284","23-44-L/01","Technik jaderných zařízení","SOU","SOŠ a SOU, Hněvkovice 865","Týn nad Vltavou","chybi_presna_shoda","","","",""
"600170284_41-45-L/51","600170284","41-45-L/51","","NAS","SOŠ a SOU, Hněvkovice 865","Týn nad Vltavou","chybi_presna_shoda","","","",""
"600170284_64-41-L/51","600170284","64-41-L/51","","NAS","SOŠ a SOU, Hněvkovice 865","Týn nad Vltavou","chybi_presna_shoda","","","",""
"600170292_63-41-M/01_SVP_Obchodne_podnikatelska_cinnost","600170292","63-41-M/01","ŠVP: Obchodně podnikatelská činnost","SOS","Střední škola obchodní, České Budějovice, Husova 9","České Budějovice","chybi_presna_shoda","","","",""
"600170292_64-41-L/51","600170292","64-41-L/51","","NAS","Střední škola obchodní, České Budějovice, Husova 9","České Budějovice","chybi_presna_shoda","","","",""
"600170292_69-41-L/01_SVP_Kosmeticka","600170292","69-41-L/01","ŠVP: Kosmetička","SOU","Střední škola obchodní, České Budějovice, Husova 9","České Budějovice","chybi_presna_shoda","","","",""
"600170292_78-42-M/08_komunikace_a_marketing","600170292","78-42-M/08","komunikace a marketing","LYC","Střední škola obchodní, České Budějovice, Husova 9","České Budějovice","chybi_presna_shoda","","","",""
"600170306_64-41-L/51","600170306","64-41-L/51","","NAS","Střední škola polytechnická","České Budějovice","chybi_presna_shoda","","","",""
"600170331_65-41-L/01_Kuchar","600170331","65-41-L/01","Kuchař","SOU","SŠ a VOŠ cestovního ruchu","České Budějovice","chybi_presna_shoda","","","",""
"600170331_65-41-L/51_Spolecne_stravovani","600170331","65-41-L/51","Společné stravování","NAS","SŠ a VOŠ cestovního ruchu","České Budějovice","chybi_presna_shoda","","","",""
"600170349_78-42-M/08_Ekonomika_a_marketing","600170349","78-42-M/08","Ekonomika a marketing","LYC","SOŠ strojní a elektrotechnická","Velešín","chybi_presna_shoda","","","",""
"600170357_23-45-L/01_Programovani_CNC_L0_H","600170357","23-45-L/01","Programování CNC (L0+H)","SOU","SŠ technická a obchodní, Dačice, Strojírenská 304","Dačice","chybi_presna_shoda","","","",""
"600170357_64-41-L/51","600170357","64-41-L/51","","NAS","SŠ technická a obchodní, Dačice, Strojírenská 304","Dačice","chybi_presna_shoda","","","",""
"600170357_78-42-M/01","600170357","78-42-M/01","","LYC","SŠ technická a obchodní, Dačice, Strojírenská 304","Dačice","chybi_presna_shoda","","","",""
"600170373_26-41-L/01_26_52_H_01_Mechanik_elektrotechnik_pro_zarizeni_a_pristroje","600170373","26-41-L/01","26-52-H/01 Mechanik elektrotechnik pro zařízení a přístroje","SOU","Střední škola, České Velenice, Revoluční 220","České Velenice","chybi_presna_shoda","","","",""
"600170373_66-41-L/01_66_51_H_01_Prodavac_aranzer","600170373","66-41-L/01","66-51-H/01 Prodavač - aranžér","SOU","Střední škola, České Velenice, Revoluční 220","České Velenice","chybi_presna_shoda","","","",""
"600170381_23-44-L/01","600170381","23-44-L/01","","SOU","SOŠ a SOU","Milevsko","chybi_presna_shoda","","","",""
"600170403_78-42-M/08","600170403","78-42-M/08","","LYC","Střední škola a Jazyk.škola s právem SJZ","Volyně","chybi_presna_shoda","","","",""
"600170438_18-20-M/01_SVP_Sprava_siti_a_programovani_nebo_Kyberneticka_bezpecnost","600170438","18-20-M/01","ŠVP: Správa sítí a programování nebo  Kybernetická bezpečnost ","SOS","VOŠ, SŠ, Centrum odborné přípravy","Sezimovo Ústí","chybi_presna_shoda","","","",""
"600170438_23-45-L/01_SVP_Mechanik_programator_programovani_a_obsluha_technologickych_pracovist","600170438","23-45-L/01","ŠVP: Mechanik programátor - programování  a obsluha technologických pracovišť","SOU","VOŠ, SŠ, Centrum odborné přípravy","Sezimovo Ústí","chybi_presna_shoda","","","",""
"600170438_26-41-L/01_SVP_Mechanik_elektronik_digitalni_technika","600170438","26-41-L/01","ŠVP: Mechanik elektronik - digitální technika","SOU","VOŠ, SŠ, Centrum odborné přípravy","Sezimovo Ústí","chybi_presna_shoda","","","",""
"600170438_64-41-L/51_SVP_Podnikani","600170438","64-41-L/51","ŠVP: Podnikání","NAS","VOŠ, SŠ, Centrum odborné přípravy","Sezimovo Ústí","chybi_presna_shoda","","","",""
"600170438_78-42-M/01_SVP_Lyceum_modernich_technologii","600170438","78-42-M/01","ŠVP: Lyceum moderních technologií","LYC","VOŠ, SŠ, Centrum odborné přípravy","Sezimovo Ústí","chybi_presna_shoda","","","",""
"600170454_64-41-L/51","600170454","64-41-L/51","","NAS","SOŠ a SOU","Horšovský Týn","chybi_presna_shoda","","","",""
"600170462_39-08-M/01","600170462","39-08-M/01","","SOS","Integrovaná střední škola Cheb","Cheb","chybi_presna_shoda","","","",""
"600170462_63-41-M/01","600170462","63-41-M/01","","SOS","Integrovaná střední škola Cheb","Cheb","chybi_presna_shoda","","","",""
"600170501_64-41-L/51","600170501","64-41-L/51","","NAS","Integrovaná střední škola živnostenská","Plzeň","chybi_presna_shoda","","","",""
"600170535_18-20-M/01","600170535","18-20-M/01","","SOS","Střední průmyslová škola","Tachov","chybi_presna_shoda","","","",""
"600170535_78-42-M/01","600170535","78-42-M/01","","LYC","Střední průmyslová škola","Tachov","chybi_presna_shoda","","","",""
"600170551_64-41-L/51","600170551","64-41-L/51","","NAS","SŠ lodní dopravy a technických řemesel","Děčín","chybi_presna_shoda","","","",""
"600170560_64-41-L/51","600170560","64-41-L/51","","NAS","Střední škola řemesel a služeb","Děčín","chybi_presna_shoda","","","",""
"600170586_26-41-M/01","600170586","26-41-M/01","","SOS","SOŠ energetická a stavební, OA a SZŠ","Chomutov","chybi_presna_shoda","","","",""
"600170594_26-41-L/01_pocitacove_ridici_a_zabezpecovaci_systemy","600170594","26-41-L/01","počítačové řídicí a zabezpečovací systémy","SOU","SŠ a MŠ, příspěvková organizace","Liberec","chybi_presna_shoda","","","",""
"600170594_26-41-L/51","600170594","26-41-L/51","","NAS","SŠ a MŠ, příspěvková organizace","Liberec","chybi_presna_shoda","","","",""
"600170594_39-41-L/51","600170594","39-41-L/51","","NAS","SŠ a MŠ, příspěvková organizace","Liberec","chybi_presna_shoda","","","",""
"600170608_23-45-L/01_pro_CNC_obrabeci_stroje_nebo_pro_CNC_vstrikovaci_stroje_vyber_zamereni_od_2_rocniku","600170608","23-45-L/01","pro CNC obráběcí stroje nebo pro CNC vstřikovací stroje, výběr zaměření od 2.ročníku","SOU","SŠ stroj.stav.a dopr., příspěvková org.","Liberec","chybi_presna_shoda","","","",""
"600170608_64-41-L/51","600170608","64-41-L/51","","NAS","SŠ stroj.stav.a dopr., příspěvková org.","Liberec","chybi_presna_shoda","","","",""
"600170641_23-45-L/01_Mechanik_CNC_stroju_a_zarizeni","600170641","23-45-L/01","Mechanik CNC strojů a zařízení ","SOU","Střední škola technická","Most","chybi_presna_shoda","","","",""
"600170641_26-41-M/01_Pocitacove_systemy","600170641","26-41-M/01","Počítačové systémy ","SOS","Střední škola technická","Most","chybi_presna_shoda","","","",""
"600170667_64-41-L/51","600170667","64-41-L/51","","NAS","Střední odborná škola","Litvínov","chybi_presna_shoda","","","",""
"600170675_63-41-M/02_OA_se_zamerenim_na_cizi_jazyky","600170675","63-41-M/02","OA se zaměřením na cizí jazyky","SOS","Hotelová škola, Obchodní akademie a SPŠ","Teplice","chybi_presna_shoda","","","",""
"600170675_64-41-L/51_Podnikani","600170675","64-41-L/51","Podnikání","NAS","Hotelová škola, Obchodní akademie a SPŠ","Teplice","chybi_presna_shoda","","","",""
"600170675_78-42-M/02_Ekonomicke_lyceum","600170675","78-42-M/02","Ekonomické lyceum","LYC","Hotelová škola, Obchodní akademie a SPŠ","Teplice","chybi_presna_shoda","","","",""
"600170730_64-41-L/51_denni_forma_vzdelavani","600170730","64-41-L/51","denní forma vzdělávání","NAS","Akademie Světlá n. S., SŠ a VOŠ","Světlá nad Sázavou","chybi_presna_shoda","","","",""
"600170730_75-41-M/01_denni_forma_vzdelavani","600170730","75-41-M/01","denní forma vzdělávání","SOS","Akademie Světlá n. S., SŠ a VOŠ","Světlá nad Sázavou","chybi_presna_shoda","","","",""
"600170772_64-41-L/51","600170772","64-41-L/51","","NAS","SOŠ a SOU obchodu a služeb","Chrudim","chybi_presna_shoda","","","",""
"600170802_64-41-L/51_Podnikani","600170802","64-41-L/51","Podnikání","NAS","Střední škola gastronomie a služeb","Nová Paka","chybi_presna_shoda","","","",""
"600170837_23-43-L/51","600170837","23-43-L/51","","NAS","Střední škola automobilní Holice","Holice","chybi_presna_shoda","","","",""
"600170837_23-45-M/01","600170837","23-45-M/01","","SOS","Střední škola automobilní Holice","Holice","chybi_presna_shoda","","","",""
"600170837_39-41-L/01_23_68_H_01_Mechanik_opravar_motorovych_vozidel","600170837","39-41-L/01","23-68-H/01 Mechanik opravář motorových vozidel ","SOU","Střední škola automobilní Holice","Holice","chybi_presna_shoda","","","",""
"600170837_39-41-L/01_26_57_H_01_Autoelektrikar","600170837","39-41-L/01","26-57-H/01 Autoelektrikář","SOU","Střední škola automobilní Holice","Holice","chybi_presna_shoda","","","",""
"600170853_33-41-L/01_Operator_drevarske_a_nabytkarske_vyroby","600170853","33-41-L/01","Operátor dřevařské a nábytkářské výroby ","SOU","SPŠ stavební Pardubice","Rybitví","chybi_presna_shoda","","","",""
"600170853_36-47-M/01_Pozemni_stavitelstvi","600170853","36-47-M/01","Pozemní stavitelství ","SOS","SPŠ stavební Pardubice","Rybitví","chybi_presna_shoda","","","",""
"600170896_64-41-L/51","600170896","64-41-L/51","","NAS","Střední škola, Semily, přísp. organizace","Semily","chybi_presna_shoda","","","",""
"600170900_37-42-L/51","600170900","37-42-L/51","","NAS","ISŠ, příspěvková organizace","Vysoké nad Jizerou","chybi_presna_shoda","","","",""
"600170993_23-43-L/51","600170993","23-43-L/51","","NAS","Střední škola technická Vysoké Mýto","Vysoké Mýto","chybi_presna_shoda","","","",""
"600170993_23-44-L/01_Mechanik_stroju_a_zarizeni_L_H","600170993","23-44-L/01","Mechanik strojů a zařízení L+H","SOU","Střední škola technická Vysoké Mýto","Vysoké Mýto","chybi_presna_shoda","","","",""
"600171019_23-43-L/51","600171019","23-43-L/51","","NAS","Střední škola technická a ekonomická","Brno","chybi_presna_shoda","","","",""
"600171051_23-45-L/01_Obrabec_kovu_moznost_ziskat_vyucni_list_ve_3_r","600171051","23-45-L/01","Obráběč kovů (možnost získat výuční list ve 3. r.)","SOU","SPŠ polytechnická - COP Zlín","Zlín","chybi_presna_shoda","","","",""
"600171051_26-41-L/01_Elektromechanik_pro_zarizeni_a_pristroje_moznost_ziskat_vyucni_list_ve_3_r","600171051","26-41-L/01","Elektromechanik pro zařízení a přístroje (možnost získat výuční list ve 3. r.)","SOU","SPŠ polytechnická - COP Zlín","Zlín","chybi_presna_shoda","","","",""
"600171051_34-53-L/01_Reprodukcni_grafik_moznost_ziskat_vyucni_list_ve_3_r","600171051","34-53-L/01","Reprodukční grafik (možnost získat výuční list ve 3. r.)","SOU","SPŠ polytechnická - COP Zlín","Zlín","chybi_presna_shoda","","","",""
"600171086_23-44-L/01_23_52_H_01_Nastrojar","600171086","23-44-L/01","23-52-H/01 Nástrojař","SOU","Integrovaná střední škola","Hodonín","chybi_presna_shoda","","","",""
"600171086_64-41-L/51","600171086","64-41-L/51","","NAS","Integrovaná střední škola","Hodonín","chybi_presna_shoda","","","",""
"600171086_75-41-L/51","600171086","75-41-L/51","","NAS","Integrovaná střední škola","Hodonín","chybi_presna_shoda","","","",""
"600171116_64-41-L/51","600171116","64-41-L/51","","NAS","Střední škola stavební","Jihlava","chybi_presna_shoda","","","",""
"600171124_23-43-L/51","600171124","23-43-L/51","","NAS","Střední škola - COP technické Kroměříž","Kroměříž","chybi_presna_shoda","","","",""
"600171124_26-41-L/52","600171124","26-41-L/52","","NAS","Střední škola - COP technické Kroměříž","Kroměříž","chybi_presna_shoda","","","",""
"600171141_64-41-L/51","600171141","64-41-L/51","","NAS","SS Slavkov – Austerlitz","Slavkov u Brna","chybi_presna_shoda","","","",""
"600171183_63-41-M/02_Obchodni_akademie","600171183","63-41-M/02","Obchodní akademie","SOS","Střední škola","Jablunkov","chybi_presna_shoda","","","",""
"600171191_64-41-L/51","600171191","64-41-L/51","","NAS","Střední odborná škola","Frýdek-Místek","chybi_presna_shoda","","","",""
"600171205_64-41-L/51","600171205","64-41-L/51","","NAS","SŠ technických oborů","Havířov","chybi_presna_shoda","","","",""
"600171213_64-41-L/51","600171213","64-41-L/51","","NAS","Albrechtova střední škola","Český Těšín","chybi_presna_shoda","","","",""
"600171230_75-41-M/01","600171230","75-41-M/01","","SOS","Střední škola","Havířov","chybi_presna_shoda","","","",""
"600171248_26-41-L/01_Zabezpecovaci_protipozarni_a_regulacni_systemy_kombinace_s_oborem_26_51_H_01_Elektrikar","600171248","26-41-L/01","Zabezpečovací, protipožární a regulační systémy, kombinace s oborem 26-51-H/01 Elektrikář","SOU","Střední škola techniky a služeb","Karviná","chybi_presna_shoda","","","",""
"600171248_39-41-L/02_kombinace_s_oborem_36_52_H_01_Instalater","600171248","39-41-L/02","kombinace s oborem 36-52-H/01 Instalatér","SOU","Střední škola techniky a služeb","Karviná","chybi_presna_shoda","","","",""
"600171248_64-41-L/51","600171248","64-41-L/51","","NAS","Střední škola techniky a služeb","Karviná","chybi_presna_shoda","","","",""
